Trfs,Ester_24h_CNT_F_S_S5_R1_001.flexbar_q.fastq,Ester_24h_CNT_F_S_S6_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_S_S17_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_S_S18_R1_001.flexbar_q.fastq,Ester_24h_LPS_F_S_S7_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_S_S19_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_S_S20_R1_001.flexbar_q.fastq,Ester_24h_PS_F_S_S8_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_S_S1_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_S_S2_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_S_S13_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_S_S14_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_S_S3_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_S_S4_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_S_S15_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_S_S16_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_S_S10_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_S_S9_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_S_S21_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_S_S22_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_S_S11_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_S_S12_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_S_S23_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_S_S24_R1_001.flexbar_q.fastq,Pearson_correlation,p_values
tRF-40-PNR8YP9LON4VN1EH,10.16,23.41,19.79,69.86,237.28,172.06,24.52,27.27,20.07,46.67,45.85,4.63,4.63,19.85,28.82,25.66,59.09,107.67,37.88,80.77,18.82,52.52,15.52,32.7,-0.09247881645047201,0.6673488964850143
tRF-40-PSQP4PW3FJI0E7UM,35.54,18.21,5.66,23.29,27.92,219.85,3.5,19.48,25.09,40.44,12.5,4.63,3.31,17.65,17.29,5.92,23.12,21.53,0.0,13.46,11.58,19.69,15.52,10.9,-0.0505882245291123,0.8144023833054146
tRF-40-PSQP4PW3FJIKE7UM,10.16,10.4,0.0,11.64,27.92,86.03,21.01,7.79,0.0,49.78,12.5,9.27,1.99,2.21,28.82,7.9,12.85,14.36,6.31,26.92,7.24,14.77,3.88,0.0,-0.15697840304792277,0.46383872978219304
tRF-40-U1O0789NLJK1JKE1,86.32,2.6,5.66,11.64,0.0,9.56,14.01,15.58,10.03,40.44,25.01,0.0,5.29,28.68,17.29,15.79,25.69,57.42,18.94,13.46,11.58,11.49,31.04,21.8,-0.061315181283756105,0.7759398636993887
tRF-40-YDLBRY73W0K5KKOV,25.39,15.61,19.79,46.57,83.75,76.47,42.03,35.07,50.17,65.33,29.18,106.58,19.85,22.06,98.0,57.25,23.12,50.24,56.82,201.91,30.41,13.13,42.68,196.17,0.11020767595007666,0.6081967339716245
tRF-41-1SS2P4FINOW6RM7KE,10.16,5.2,2.83,46.57,13.96,0.0,10.51,3.9,10.03,24.89,12.5,32.44,0.66,2.21,28.82,7.9,10.28,21.53,0.0,40.38,10.14,9.85,0.0,10.9,-0.23138619599050453,0.27664317816990414
tRF-41-45LSM1M3WE8SSP6DD,25.39,46.82,2.83,23.29,13.96,14.34,42.03,3.9,25.09,15.56,12.5,37.07,8.6,11.03,5.76,45.4,15.41,7.18,12.63,53.84,14.48,4.92,27.16,141.68,0.3318460032107551,0.11315014261599443
tRF-41-79MP9P9NH57S362V0,10.16,10.4,8.48,11.64,111.66,19.12,3.5,7.79,30.1,12.44,45.85,27.8,1.32,8.82,17.29,11.84,35.97,93.31,6.31,26.92,11.58,6.56,3.88,0.0,-0.24872646410094812,0.24120156275088483
tRF-41-81JJ6RRNLIK898O1B,10.16,10.4,28.28,104.78,0.0,66.91,10.51,7.79,15.05,15.56,8.34,9.27,4.63,15.44,17.29,7.9,2.57,0.0,18.94,67.3,2.9,8.21,15.52,21.8,-0.13857797771552421,0.5184241921975852
tRF-41-81PV6RRNLNK88KO1B,30.47,23.41,8.48,23.29,0.0,14.34,24.52,23.38,5.02,31.11,50.02,9.27,17.2,11.03,11.53,7.9,10.28,7.18,18.94,107.69,4.34,16.41,27.16,21.8,-0.10017909950588949,0.6413940104996227
tRF-41-87R8WP9N1EWJQ72SD,5.08,7.8,11.31,11.64,27.92,14.34,21.01,0.0,0.0,9.33,41.68,13.9,1.32,0.0,17.29,7.9,20.55,43.07,6.31,40.38,8.69,26.26,19.4,10.9,0.034103200201337586,0.874301112194481
tRF-41-8HM2OSRN2NKSEK51B,10.16,7.8,19.79,34.93,13.96,4.78,28.02,11.69,20.07,34.22,25.01,13.9,9.26,4.41,5.76,17.77,33.4,14.36,6.31,94.23,26.06,39.39,27.16,43.59,0.23967531017815905,0.25931059272040863
tRF-41-8HM2OSRNLNKSEK51B,121.86,75.42,98.97,407.49,265.2,114.71,112.08,97.4,85.3,108.89,254.26,180.72,28.45,79.41,242.12,126.34,87.35,86.13,151.51,282.68,63.71,254.38,213.42,359.65,0.26850561869803186,0.20457179875379544
tRF-41-9NJ4S2I7L7P5QK11D,5.08,18.21,8.48,46.57,97.71,14.34,28.02,23.38,30.1,40.44,16.67,13.9,3.97,15.44,5.76,11.84,10.28,21.53,6.31,40.38,18.82,45.95,23.28,43.59,0.2336057242221229,0.271931882011115
tRF-41-KQWYL1M3WE8S68L5D,20.31,13.0,0.0,0.0,55.83,14.34,0.0,23.38,25.09,24.89,12.5,9.27,1.99,2.21,11.53,7.9,0.0,43.07,18.94,13.46,5.79,3.28,7.76,10.9,-0.1839200469688047,0.38962697419045483
tRF-41-PSQP4PW3FJI0E7UME,76.16,13.0,14.14,23.29,69.79,109.93,7.0,70.13,45.16,115.11,83.36,46.34,11.25,13.24,63.41,43.43,51.38,28.71,18.94,121.15,13.03,41.03,31.04,21.8,-0.24754332625834485,0.2435203874582349
tRF-41-PSQP4PW3FJIKE7UMD,25.39,0.0,5.66,0.0,13.96,95.59,3.5,15.58,0.0,24.89,16.67,18.53,3.97,4.41,23.06,17.77,15.41,0.0,0.0,67.3,13.03,14.77,3.88,0.0,-0.12235085973807973,0.5689874622105902
tRF-41-YDLBRY73W0K5KKOVD,96.48,75.42,53.73,267.78,362.91,181.62,210.15,132.47,165.57,158.66,175.06,222.42,30.44,72.8,190.24,69.09,43.67,100.49,164.14,538.44,62.26,47.59,131.93,381.45,-0.006179638247613473,0.9771373954470727
tRF-41-YEN0RR1380877S6VD,10.16,2.6,11.31,23.29,13.96,9.56,3.5,19.48,10.03,18.67,16.67,13.9,1.99,6.62,40.35,5.92,5.14,14.36,63.13,67.3,2.9,4.92,7.76,21.8,-0.2131318750748829,0.3173397391576742
tRF-42-0HJBRR93W0K672052,30.47,5.2,11.31,69.86,27.92,4.78,14.01,15.58,0.0,18.67,4.17,37.07,16.54,8.82,34.59,5.92,10.28,14.36,6.31,40.38,5.79,1.64,27.16,10.9,-0.1887846146528447,0.3769866043382987
tRF-42-79MP9P9NH57S362VL,126.94,41.61,8.48,116.43,209.37,86.03,77.05,97.4,20.07,68.44,79.2,134.38,15.22,44.12,28.82,59.22,87.35,114.84,50.5,13.46,65.16,129.65,81.49,21.8,0.05590012820129803,0.795298180332455
tRF-42-87R8WP9N1EWJQ72SJ,142.17,72.82,56.56,279.42,502.48,143.38,91.06,120.78,120.42,177.33,241.75,143.65,27.79,61.77,224.82,163.85,372.51,387.6,82.07,269.22,141.9,210.07,139.69,228.87,-0.001515214516898039,0.9943935399542473
tRF-42-KQWYL1M3WE8S68L52,40.62,39.01,28.28,46.57,153.54,57.35,14.01,93.51,55.19,71.55,37.51,37.07,11.25,26.47,34.59,19.74,59.09,78.96,25.25,242.3,47.78,13.13,50.44,152.58,0.07041643672980813,0.7436987909374717
tRF-42-PNR8YP9LON4VN1EH4,35.54,18.21,14.14,23.29,195.41,62.13,59.54,23.38,15.05,108.89,58.35,46.34,7.94,15.44,28.82,27.64,95.05,129.2,25.25,134.61,28.96,54.16,27.16,54.49,-0.08799956272280635,0.6826213037505928
tRF-42-PSQP4PW3FJIKE7UMJ,15.23,0.0,2.83,23.29,41.87,28.68,10.51,11.69,5.02,15.56,8.34,0.0,2.65,8.82,28.82,15.79,23.12,14.36,6.31,13.46,7.24,26.26,11.64,32.7,0.25029385310016095,0.23815197590801057
tRF-42-YDLBRY73W0K5KKOV2,20.31,20.81,16.97,69.86,69.79,62.13,73.55,19.48,40.14,43.55,50.02,37.07,6.62,24.27,74.94,39.48,17.98,14.36,37.88,67.3,20.27,8.21,50.44,108.99,0.13406668767104907,0.5322613233176041
tRF-42-YEN0RR1380877S6V2,15.23,7.8,8.48,34.93,55.83,23.9,10.51,46.75,5.02,18.67,41.68,23.17,0.0,2.21,0.0,7.9,12.85,0.0,37.88,13.46,5.79,3.28,31.04,54.49,0.16405718666557723,0.4436643680177065
tRF-43-87R8WP9N1EWJQ72SDK,15.23,5.2,8.48,23.29,83.75,38.24,17.51,19.48,20.07,12.44,16.67,0.0,3.31,4.41,17.29,19.74,43.67,43.07,18.94,53.84,13.03,36.11,23.28,65.39,0.25217856971386915,0.23451863908827017
tRF-43-PNR8YP9LON4VN1EHDX,30.47,20.81,14.14,93.14,237.28,19.12,45.53,35.07,35.12,34.22,29.18,37.07,7.28,11.03,57.65,17.77,41.1,100.49,37.88,13.46,11.58,39.39,19.4,76.29,-0.024302954029460533,0.9102524730428342
tRF-45-9NJ4S2I7L7P5QK11M3,10.16,15.61,16.97,93.14,209.37,47.79,24.52,27.27,5.02,37.33,29.18,23.17,9.93,13.24,46.12,27.64,25.69,35.89,25.25,40.38,24.61,41.03,3.88,10.9,-0.10493971042200537,0.6255468664534614
tRF-45-PNR8YP9LON4VN1EH6K,20.31,13.0,5.66,34.93,69.79,23.9,31.52,42.86,25.09,31.11,41.68,13.9,11.25,24.27,11.53,15.79,30.83,57.42,18.94,13.46,18.82,32.82,11.64,0.0,-0.20168169907915687,0.34463330305040996
tRF-46-87R8WP9N1EWJQ72S3H0,10.16,2.6,5.66,23.29,27.92,224.63,42.03,15.58,10.03,24.89,37.51,4.63,11.25,2.21,28.82,35.53,41.1,100.49,6.31,134.61,14.48,34.46,19.4,65.39,0.0009783844893133612,0.9963798538335533
tRF-46-PNR8YP9LON4VN1EH6KD,20.31,15.61,5.66,69.86,41.87,23.9,28.02,38.96,15.05,37.33,8.34,23.17,10.59,15.44,23.06,13.82,46.24,57.42,0.0,40.38,11.58,42.67,38.8,10.9,0.0011033878171821526,0.9959173292757207
tRF-47-PNR8YP9LON4VN1EH6KJ,30.47,20.81,8.48,46.57,111.66,52.57,63.04,66.23,30.1,37.33,41.68,18.53,5.29,35.3,57.65,31.59,79.64,143.56,37.88,107.69,33.3,54.16,7.76,54.49,-0.11655265929706374,0.587569245850472
tRF-48-PNR8YP9LON4VN1EH6KDJ,355.44,114.44,158.36,570.48,879.35,325.0,402.78,237.66,130.45,279.99,316.78,361.43,90.0,205.16,351.65,148.06,251.77,344.53,252.52,255.76,173.75,352.85,201.78,348.75,-0.015986135161490903,0.9408994455933904
tRF-49-PNR8YP9LON4VN1EH6K1K,655.02,179.46,237.54,1071.11,1758.7,573.53,777.54,467.53,225.78,513.32,512.68,653.36,156.17,410.31,461.18,315.85,400.77,660.36,435.6,686.51,283.79,686.01,434.6,414.15,-0.0560915318322005,0.7946118562286513
tRF-49-Z3R918VBY9PYKHM26RIZ,20.31,10.4,28.28,0.0,111.66,43.01,24.52,19.48,15.05,31.11,29.18,41.7,17.2,15.44,40.35,11.84,30.83,14.36,56.82,26.92,15.93,39.39,58.2,76.29,0.33151036878663354,0.11353734115536367
tRF-50-PNR8YP9LON4VN1EH6KK8,243.73,52.02,73.52,244.49,697.9,210.29,262.68,140.26,50.17,214.66,158.39,264.12,52.28,150.01,259.41,108.58,146.44,186.62,151.51,269.22,101.35,246.18,112.53,217.97,-0.016445534804648124,0.9392040682767797
tRF-50-QNR8VP94FQFY392J1Y0S,25.39,2.6,19.79,34.93,195.41,57.35,3.5,15.58,20.07,12.44,16.67,9.27,4.63,6.62,11.53,9.87,23.12,57.42,12.63,26.92,15.93,34.46,15.52,32.7,0.027400189788732217,0.8988687220247864
Time_taken,24h,24h,24h,24h,24h,24h,24h,24h,4h,4h,4h,4h,4h,4h,4h,4h,7d,7d,7d,7d,7d,7d,7d,7d,,
Treatment,CNT,CNT,CNT,CNT,LPS,LPS,LPS,LPS,CNT,CNT,CNT,CNT,LPS,LPS,LPS,LPS,CNT,CNT,CNT,CNT,LPS,LPS,LPS,LPS,,
Sex,F,F,M,M,F,M,M,F,F,F,M,M,F,F,M,M,F,F,M,M,F,F,M,M,,
Place_taken,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,
Sample_num,S5,S6,S17,S18,S7,S19,S20,S8,S1,S2,S13,S14,S3,S4,S15,S16,S10,S9,S21,S22,S11,S12,S23,S24,,
Time_taken_normalized,0,0,0,0,24,24,24,24,0,0,0,0,4,4,4,4,0,0,0,0,168,168,168,168,,
